sra_accession,site_name,date,total_read_pairs,total_virus_hits,dedup_virus_hits,dup_virus_hits,dup_rate,ra,ra_dedup,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN54680431,"Central Oklahoma (OK-B), OK",2025-09-01,966478236,78639,,,,8.136655029653456e-05,,67062,10556,965,53,0,0,0,0,0,0,3
SAMN54680432,"Central Oklahoma (OK-B), OK",2025-09-09,952796024,82258,,,,8.633327378368657e-05,,60676,18624,2782,152,0,0,0,0,0,0,24
SAMN54680433,"Central Oklahoma (OK-B), OK",2025-09-16,1104190470,98048,33823.0,64225.0,0.6550363087467362,8.879627443261668e-05,3.0631490597813254e-05,82780,13853,1318,86,0,0,0,0,0,0,11
SAMN54680434,"Central Oklahoma (OK-B), OK",2025-09-23,1102915652,101093,26756.0,74337.0,0.7353328123608954,9.165977454094558e-05,2.4259334747386463e-05,87678,11600,1771,44,0,0,0,0,0,0,0
SAMN54680435,"Central Oklahoma (OK-B), OK",2025-09-30,995732762,158817,53502.0,105315.0,0.6631217061145848,0.0001594976142805,5.3731284177631586e-05,130323,25442,2961,86,0,0,0,0,0,0,5
SAMN54680436,"Central Oklahoma (OK-B), OK",2025-10-07,1067836717,285572,72651.0,212921.0,0.7455948062134943,0.0002674303996609,6.803568265015934e-05,234598,41997,8707,267,0,0,0,0,0,0,3
SAMN54680437,"Central Oklahoma (OK-B), OK",2025-10-14,1067621516,229650,73212.0,156438.0,0.6812018288700196,0.0002151043197971,6.85748637534952e-05,196623,25696,7154,164,0,0,0,0,0,0,13
SAMN54680438,"Central Oklahoma (OK-B), OK",2025-10-21,1079174557,247007,75542.0,171465.0,0.6941706105494986,0.0002288851218719,6.999979707638716e-05,205479,34976,6418,131,0,0,0,0,0,0,3
SAMN54680439,"Central Oklahoma (OK-B), OK",2025-10-27,862207509,253888,103578.0,150310.0,0.592032707335518,0.0002944627567607,0.0001201311736662,216793,28143,8830,114,0,0,0,0,0,0,8
SAMN54680440,"Central Oklahoma (OK-B), OK",2025-11-04,1351187530,423925,136350.0,287575.0,0.6783629179689804,0.0003137425343172,0.0001009112332468,372040,36912,14786,165,0,0,0,0,0,0,22
SAMN54680441,"Central Oklahoma (OK-B), OK",2025-11-11,1013073321,278636,95827.0,182809.0,0.6560853586758352,0.0002750403097427,9.459038947487988e-05,233786,18114,26659,76,0,0,0,0,0,0,1
SAMN54680442,"Central Oklahoma (OK-B), OK",2025-11-18,1025492266,276014,107522.0,168492.0,0.6104472961516445,0.0002691526880808,0.0001048491573899,241440,17772,16632,161,0,0,0,0,0,0,9
SAMN54680443,"Central Oklahoma (OK-B), OK",2025-11-28,786453123,447935,91628.0,356307.0,0.7954435353343677,0.0005695635084915,0.0001165078976995,424593,20531,2666,138,0,0,0,0,0,0,7
SAMN54680444,"Central Oklahoma (OK-B), OK",2025-12-02,595027248,291976,103966.0,188010.0,0.6439227881743705,0.0004906934950985,0.0001747247715956,268930,19784,3112,142,0,0,0,0,0,0,8
SAMN54680445,"Central Oklahoma (OK-B), OK",2025-12-09,1251814665,523067,175376.0,347691.0,0.6647159924063265,0.0004178469981416,0.0001400974160979,483875,26662,12341,178,0,0,0,0,0,0,11
SAMN55279295,"Central Oklahoma (OK-B), OK",2025-12-16,1188033691,739787,228809.0,510978.0,0.6907096231753194,0.0006226986705884,0.0001925947064745,695584,33677,10383,116,0,0,0,0,0,0,27
SAMN55279296,"Central Oklahoma (OK-B), OK",2025-12-23,946696978,1134749,305957.0,828792.0,0.7303747348532583,0.0011986401418511,0.0003231836660621,1074287,54462,5716,269,0,0,0,0,0,0,15
SAMN55279297,"Central Oklahoma (OK-B), OK",2025-12-30,924284675,805060,149759.0,655301.0,0.8139778401609817,0.0008710087073552,0.0001620269209808,755220,44505,5195,137,0,0,0,0,0,0,3
SAMN54959809,"Palo Alto RWQCP, CA",2025-08-25,1012033223,161820,12867.0,148953.0,0.9204857248794958,0.0001598959365388,1.2714009488599563e-05,138434,22090,983,313,0,0,0,0,0,0,0
SAMN54959810,"Palo Alto RWQCP, CA",2025-09-02,985848037,178776,,,,0.0001813423502307,,157539,19534,1551,131,0,0,0,0,0,0,21
SAMN54959811,"Palo Alto RWQCP, CA",2025-09-08,993340324,328811,,,,0.0003310154556858,,297754,26705,3823,523,0,0,0,0,0,0,6
SAMN54959812,"Palo Alto RWQCP, CA",2025-09-15,1081462037,35014,20367.0,14647.0,0.4183183869309419,3.2376541017685306e-05,1.883283860476371e-05,28122,6594,247,48,0,0,0,0,0,0,3
SAMN54959813,"Palo Alto RWQCP, CA",2025-09-22,1375646768,120679,33854.0,86825.0,0.7194706618384309,8.772528152372324e-05,2.460951516588741e-05,95014,24383,969,294,0,0,0,0,0,0,19
SAMN54959814,"Palo Alto RWQCP, CA",2025-09-29,870185792,264394,64984.0,199410.0,0.754215299893341,0.0003038362639687,7.4678305021096e-05,238960,24037,953,399,0,0,0,0,0,0,45
SAMN54959815,"Palo Alto RWQCP, CA",2025-10-06,861810684,161220,33057.0,128163.0,0.7949572013397841,0.000187071247773,3.835761219223873e-05,134361,23392,3147,318,0,0,0,0,0,0,2
SAMN54959816,"Palo Alto RWQCP, CA",2025-10-14,1192123328,218148,68790.0,149358.0,0.6846636228615436,0.0001829911342864,5.770376133433067e-05,183181,31931,2668,313,0,0,0,0,0,0,55
SAMN54959817,"Palo Alto RWQCP, CA",2025-10-22,1339523291,353258,83206.0,270052.0,0.7644611020840293,0.0002637191920241,6.21161278486497e-05,304755,44711,2825,856,0,0,0,0,0,0,111
SAMN54959818,"Palo Alto RWQCP, CA",2025-10-27,1466359478,447021,136327.0,310694.0,0.6950322244368833,0.0003048508955046,9.296969948047078e-05,405011,39121,2075,655,0,0,0,0,0,0,159
SAMN54959819,"Palo Alto RWQCP, CA",2025-11-05,1650368381,667458,134539.0,532919.0,0.7984307626846933,0.0004044297065335,8.152058749361122e-05,619478,43447,3362,1115,0,0,1,0,0,0,55
SAMN54959820,"Palo Alto RWQCP, CA",2025-11-10,1073261196,76464,39238.0,37226.0,0.486843481899979,7.12445398053877e-05,3.655959998017109e-05,69143,6526,667,123,0,0,0,0,0,0,5
SAMN54959821,"Palo Alto RWQCP, CA",2025-11-24,681414839,204520,73652.0,130868.0,0.6398787404654801,0.0003001402204568,0.0001080868742278,191792,11694,704,323,0,0,0,0,0,0,7
SAMN54959822,"Palo Alto RWQCP, CA",2025-12-01,739793225,392286,110014.0,282272.0,0.7195566499951566,0.0005302643857004,0.0001487091207141,373823,16777,1404,272,0,0,0,0,0,0,10
SAMN54959823,"Palo Alto RWQCP, CA",2025-12-09,909892103,609607,186500.0,423107.0,0.6940651928209486,0.0006699772401475,0.0002049693577788,566547,38973,3528,537,0,0,1,1,0,0,20
SAMN55279265,"Palo Alto RWQCP, CA",2025-12-16,1067755422,593316,157015.0,436301.0,0.7353602464791106,0.0005556665766104,0.0001470514658739,550438,38856,3361,646,0,0,0,0,0,0,15
SAMN55279266,"Palo Alto RWQCP, CA",2025-12-22,872042283,537412,188436.0,348976.0,0.6493639888949261,0.0006162682824864,0.0002160858523416,505768,28761,2592,279,0,0,0,0,0,0,12
SAMN55279267,"Palo Alto RWQCP, CA",2025-12-29,1023782737,245885,114108.0,131777.0,0.5359293978892572,0.0002401730280396,0.0001114572417331,230280,14225,1165,206,0,0,0,0,0,0,9
SAMN54592504,"Sacramento, CA",2025-08-28,961461385,122525,,,,0.000127436215236,,111537,9771,1080,125,0,0,0,0,0,0,12
SAMN54592505,"Sacramento, CA",2025-09-04,932183070,134442,,,,0.0001442227437149,,123837,9419,991,176,0,0,0,0,0,0,19
SAMN54592506,"Sacramento, CA",2025-09-09,1318976626,184228,,,,0.0001396749543308,,167008,15423,1462,303,0,0,0,0,0,0,32
SAMN54592491,"Sacramento, CA",2025-09-17,1275342243,107146,60123.0,47023.0,0.4388684598585108,8.401352702625094e-05,4.7142639812958816e-05,94625,11330,882,288,0,0,0,0,0,0,21
SAMN54592492,"Sacramento, CA",2025-09-25,841967853,101907,10899.0,91008.0,0.8930495451735406,0.0001210343122209,1.2944674741637671e-05,88039,12526,1026,297,0,0,0,0,0,0,19
SAMN54592493,"Sacramento, CA",2025-10-03,1058074144,104836,33425.0,71411.0,0.6811686825136404,9.908190328106156e-05,3.1590413762156916e-05,92833,10790,973,224,0,0,0,0,0,0,16
SAMN54592494,"Sacramento, CA",2025-10-10,1147545503,173746,66841.0,106905.0,0.6152947405983447,0.0001514066322823,5.824692774731739e-05,153602,17806,1936,376,0,0,0,0,0,0,26
SAMN54592495,"Sacramento, CA",2025-10-15,1146217143,193762,77229.0,116533.0,0.6014233957122656,0.0001690447583892,6.737728577140989e-05,173352,16942,3173,284,0,0,0,0,0,0,11
SAMN54592496,"Sacramento, CA",2025-10-23,1475082535,222287,97558.0,124729.0,0.5611169344136184,0.0001506946185895,6.61373161739726e-05,199689,19689,2522,374,0,0,0,0,0,0,13
SAMN54592497,"Sacramento, CA",2025-10-29,1644298737,375199,129869.0,245330.0,0.6538663482578578,0.0002281817723004,7.89813901073379e-05,327954,41145,5299,760,0,0,0,0,0,0,41
SAMN54592498,"Sacramento, CA",2025-11-05,1371684300,246831,97220.0,149611.0,0.6061272692652058,0.0001799473829364,7.087636710575459e-05,216030,25132,5301,336,0,0,0,0,0,0,32
SAMN54592499,"Sacramento, CA",2025-11-12,1224409210,295944,119530.0,176414.0,0.5961060200578487,0.0002417035069509,9.762259138838068e-05,263887,27786,3754,504,0,0,0,0,0,0,13
SAMN54592500,"Sacramento, CA",2025-11-20,824146409,136350,75883.0,60467.0,0.4434690135680235,0.0001654439047613,9.207465951598898e-05,121654,12695,1768,227,0,0,0,0,0,0,6
SAMN54592501,"Sacramento, CA",2025-11-25,962842655,321745,132539.0,189206.0,0.5880619745450589,0.0003341615562305,0.0001376538516565,282723,35170,2999,830,0,0,0,0,0,0,23
SAMN54592502,"Sacramento, CA",2025-12-03,706837520,179403,86828.0,92575.0,0.5160170119786179,0.000253810805063,0.0001228401118265,162006,15638,1438,304,0,0,0,0,0,0,17
SAMN54592503,"Sacramento, CA",2025-12-11,818472806,246541,124433.0,122108.0,0.4952847599385092,0.0003012207591903,0.0001520307077862,222530,21473,2116,391,0,0,3,0,0,0,28
SAMN55039074,"Sacramento, CA",2025-12-24,1048828535,215678,98173.0,117505.0,0.5448168102449021,0.0002056370443811,9.360252579321748e-05,192444,19931,2898,374,0,0,0,0,0,0,31
SAMN55039075,"Sacramento, CA",2025-12-29,1404145000,352095,156822.0,195273.0,0.5546031610786861,0.0002507540175694,0.0001116850467722,317284,31425,2699,657,0,0,0,0,0,0,30
SAMN54927434,"NYC (Hospital A), NY",2025-08-28,1123370007,6181,525.0,5656.0,0.9150622876557192,5.502194256108531e-06,4.673437929877008e-07,5995,149,37,0,0,0,0,0,0,0,0
SAMN54927435,"NYC (Hospital A), NY",2025-09-03,2008458582,1044,458.0,586.0,0.5613026819923371,5.198016077386056e-07,2.280355712109975e-07,620,408,15,1,0,0,0,0,0,0,0
SAMN54927436,"NYC (Hospital A), NY",2025-09-12,1134893036,1288,607.0,681.0,0.5287267080745341,1.134908717511947e-06,5.348521673367639e-07,870,410,8,0,0,0,0,0,0,0,0
SAMN54927437,"NYC (Hospital A), NY",2025-10-15,153952947,198,116.0,82.0,0.4141414141414141,1.2861072415846642e-06,7.53476969817278e-07,158,32,8,0,0,0,0,0,0,0,0
SAMN54927438,"NYC (Hospital A), NY",2025-10-23,133483488,22279,4882.0,17397.0,0.7808698774630818,0.0001669045387846,3.657381203583772e-05,485,21792,2,0,0,0,0,0,0,0,0
SAMN54927439,"NYC (Hospital A), NY",2025-10-25,161652346,21502,3777.0,17725.0,0.8243419216817041,0.0001330138444139,2.336495629948977e-05,404,21087,11,0,0,0,0,0,0,0,0
SAMN55951730,"NYC (Hospital A), NY",2025-12-04,197100947,6798,6000.0,798.0,0.11738746690203,3.4489940832197015e-05,3.0441254044304516e-05,6775,22,1,0,0,0,0,0,0,0,0
SAMN55951731,"NYC (Hospital A), NY",2025-12-11,241436450,26237,3114.0,23123.0,0.8813126500743225,0.0001086704182404,1.2897803956279178e-05,1721,24506,4,0,0,0,0,0,0,0,6
SAMN55951732,"NYC (Hospital A), NY",2025-12-19,174619953,432,387.0,45.0,0.1041666666666666,2.4739440858743102e-06,2.2162415769290695e-06,427,5,0,0,0,0,0,0,0,0,0
SAMN55951733,"NYC (Hospital A), NY",2025-12-23,155128959,17920,7515.0,10405.0,0.5806361607142857,0.0001155167939984,4.844356623317507e-05,16706,1198,13,3,0,0,0,0,0,0,0
SAMN54927459,"NYC (Hospital C), NY",2024-11-13,800067281,5923,3035.0,2888.0,0.4875907479317913,7.4031273877327824e-06,3.7934309677138266e-06,2670,3236,15,2,0,0,0,0,0,0,0
SAMN54927460,"NYC (Hospital C), NY",2025-01-23,968802257,2813,1489.0,1324.0,0.4706718805545681,2.903585308224566e-06,1.5369493508518942e-06,2294,514,0,5,0,0,0,0,0,0,0
SAMN54927461,"NYC (Hospital C), NY",2025-08-27,1004840256,471779,22901.0,448878.0,0.9514582039471872,0.0004695064684988,2.2790687239345635e-05,58162,413615,2,0,0,0,0,0,0,0,0
SAMN54927462,"NYC (Hospital C), NY",2025-09-12,1022268633,45291,9386.0,35905.0,0.7927623589675653,4.4304401541781435e-05,9.181539662872548e-06,42401,2808,0,77,0,0,0,0,0,0,5
SAMN55951734,"NYC (Hospital C), NY",2025-12-04,256486752,487,143.0,344.0,0.7063655030800822,1.8987335455049157e-06,5.575336694193079e-07,162,317,0,8,0,0,0,0,0,0,0
SAMN55951735,"NYC (Hospital C), NY",2025-12-10,234295411,1588,678.0,910.0,0.5730478589420654,6.77776825940479e-06,2.8937826699473854e-06,645,921,22,0,0,0,0,0,0,0,0
SAMN55951736,"NYC (Hospital C), NY",2025-12-17,247131297,152516,22066.0,130450.0,0.8553200975635343,0.0006171456300818,8.928856954932746e-05,84302,68002,209,0,0,0,0,0,0,0,3
SAMN55951737,"NYC (Hospital C), NY",2025-12-22,205327492,573,132.0,441.0,0.7696335078534031,2.7906638045332964e-06,6.428754314108118e-07,469,102,0,0,0,0,0,0,0,0,2
SAMN54927440,"NYC (Hospital B), NY",2024-01-16,1408144981,216135,85338.0,130797.0,0.6051634395169686,0.0001534891668942,6.0603134727928984e-05,212855,3161,114,2,0,0,0,0,0,0,3
SAMN54927441,"NYC (Hospital B), NY",2024-10-18,1310806002,54681,20725.0,33956.0,0.6209835226129734,4.171555509859498e-05,1.5810882745713884e-05,53252,1411,18,0,0,0,0,0,0,0,0
SAMN54927442,"NYC (Hospital B), NY",2024-11-20,1135609442,7816,60.0,7756.0,0.9923234390992836,6.882647951777069e-06,5.2835066160008214e-08,4734,3082,0,0,0,0,0,0,0,0,0
SAMN54927443,"NYC (Hospital B), NY",2025-01-03,1256456555,288239,64349.0,223890.0,0.7767512376881684,0.0002294062606884,5.12146637652744e-05,278670,9441,128,0,0,0,0,0,0,0,0
SAMN54927444,"NYC (Hospital B), NY",2025-01-09,1406665692,572940,17902.0,555038.0,0.9687541452857192,0.0004073035997525,1.2726549102471464e-05,533496,38676,314,454,0,0,0,0,0,0,0
SAMN54927445,"NYC (Hospital B), NY",2025-01-30,1790827050,209573,5393.0,204180.0,0.9742667232897368,0.0001170258177639,3.011457750763816e-06,204140,4763,670,0,0,0,0,0,0,0,0
SAMN54927446,"NYC (Hospital B), NY",2025-02-05,915678331,6446070,641795.0,5804275.0,0.9004362347911208,0.0070396664218976,0.0007008956947786,6441665,4300,81,0,0,0,0,24,0,0,0
SAMN54927447,"NYC (Hospital B), NY",2025-02-20,1230678062,2560050,289535.0,2270515.0,0.8869025995586024,0.0020801947146434,0.0002352646146381,2551215,1024,7797,0,0,0,0,14,0,0,0
SAMN54927448,"NYC (Hospital B), NY",2025-03-13,1260368208,384392,44042.0,340350.0,0.8854242544069596,0.0003049838908662,3.4943756689870424e-05,353574,30792,21,0,0,0,0,0,0,0,5
SAMN54927449,"NYC (Hospital B), NY",2025-03-19,888008384,7384636,811030.0,6573606.0,0.8901733274327942,0.008315953016948,0.0009133134490766,7374775,9774,87,0,0,0,0,0,0,0,0
SAMN54927450,"NYC (Hospital B), NY",2025-04-03,971144862,485184,131279.0,353905.0,0.7294243008837884,0.0004996000277453,0.0001351796267856,480717,4444,23,0,0,0,0,0,0,0,0
SAMN54927451,"NYC (Hospital B), NY",2025-04-09,990039094,208552,111001.0,97551.0,0.4677538455636963,0.0002106502675135,0.000112117794815,201090,7406,56,0,0,0,0,0,0,0,0
SAMN54927452,"NYC (Hospital B), NY",2025-05-14,1115125201,12655,5242.0,7413.0,0.5857763729751087,1.134850148543993e-05,4.700817446596295e-06,12360,177,118,0,0,0,0,0,0,0,0
SAMN54927453,"NYC (Hospital B), NY",2025-05-20,937281816,3776,983.0,2793.0,0.7396716101694916,4.028670924306079e-06,1.0487774148815877e-06,3776,0,0,0,0,0,0,0,0,0,0
SAMN54927454,"NYC (Hospital B), NY",2025-05-28,851974617,412,74.0,338.0,0.8203883495145631,4.835824821292768e-07,8.685704776108371e-08,281,127,4,0,0,0,0,0,0,0,0
SAMN54927455,"NYC (Hospital B), NY",2025-06-04,938614886,172,127.0,45.0,0.2616279069767442,1.832487451088646e-07,1.353057594699175e-07,112,55,5,0,0,0,0,0,0,0,0
SAMN54927456,"NYC (Hospital B), NY",2025-06-12,1088009015,68733,11590.0,57143.0,0.8313764858219487,6.317318979199818e-05,1.0652485264563732e-05,47536,20544,642,11,0,0,0,0,0,0,0
SAMN54927457,"NYC (Hospital B), NY",2025-06-18,1061995032,12,9.0,3.0,0.25,1.1299487886869888e-08,8.474615915152417e-09,5,7,0,0,0,0,0,0,0,0,0
SAMN54927458,"NYC (Hospital B), NY",2025-06-24,929030025,254,72.0,182.0,0.7165354330708661,2.73403434942805e-07,7.750018628299986e-08,149,29,76,0,0,0,0,0,0,0,0
SAMN55279285,"NYC (Hospital B), NY",2025-12-10,208595527,42420,8242.0,34178.0,0.8057048561999057,0.0002033600653383,3.951187313810425e-05,11072,31312,8,2,0,0,0,0,0,0,26
SAMN55279286,"NYC (Hospital B), NY",2025-12-16,186135958,22881,8465.0,14416.0,0.6300423932520431,0.0001229262752122,4.547751058395713e-05,21250,1609,15,1,0,0,0,0,0,0,6
SAMN55279287,"NYC (Hospital B), NY",2025-12-22,195089023,4959,3498.0,1461.0,0.294615849969752,2.541916466514879e-05,1.7930275861804895e-05,1965,2992,2,0,0,0,0,0,0,0,0
SAMN55279288,"NYC (Hospital B), NY",2025-12-30,205393369,8312,5846.0,2466.0,0.296679499518768,4.046868718531999e-05,2.8462457324997675e-05,7296,1000,1,2,0,0,0,0,0,0,13
SAMN54927463,"NYC (Hospital D), NY",2025-09-02,145871890,191,42.0,149.0,0.7801047120418848,1.3093681037518609e-06,2.8792387621768665e-07,18,173,0,0,0,0,0,0,0,0,0
SAMN54927464,"NYC (Hospital D), NY",2025-09-09,135042908,1143,358.0,785.0,0.6867891513560805,8.463976501453893e-06,2.6510092629225667e-06,124,958,9,52,0,0,0,0,0,0,0
SAMN54927465,"NYC (Hospital D), NY",2025-09-16,136518313,6056,3774.0,2282.0,0.3768163804491413,4.4360348929890456e-05,2.764464281066819e-05,5017,1011,13,15,0,0,0,0,0,0,0
SAMN54927466,"NYC (Hospital D), NY",2025-09-30,185875452,873,546.0,327.0,0.3745704467353952,4.696693353568818e-06,2.937450825943385e-06,546,322,5,0,0,0,0,0,0,0,0
SAMN54927467,"NYC (Hospital D), NY",2025-10-14,133736821,33372,4213.0,29159.0,0.8737564425266691,0.0002495348681871,3.150216947358125e-05,5556,27766,35,15,0,0,0,0,0,0,0
SAMN54927468,"NYC (Hospital D), NY",2025-10-21,162948383,657,501.0,156.0,0.2374429223744292,4.031951639556927e-06,3.0745932593881583e-06,339,307,6,5,0,0,0,0,0,0,0
SAMN54927469,"NYC (Hospital D), NY",2025-10-28,169986086,30462,6898.0,23564.0,0.7735539360514739,0.0001792029025246,4.0579791924852015e-05,24636,5472,326,28,0,0,0,0,0,0,0
SAMN54927470,"NYC (Hospital D), NY",2025-11-05,144377971,2247,465.0,1782.0,0.7930574098798397,1.5563316096193094e-05,3.22071294380498e-06,1181,849,217,0,0,0,0,0,0,0,0
SAMN54927471,"NYC (Hospital D), NY",2025-11-13,126688978,2419,1457.0,962.0,0.3976849937990905,1.909400516278535e-05,1.1500605838023258e-05,616,1708,95,0,0,0,0,0,0,0,0
SAMN54927472,"NYC (Hospital D), NY",2025-11-18,165339437,27406,10151.0,17255.0,0.6296066554769029,0.0001657559775046,6.139491088263473e-05,4785,22598,19,4,0,0,0,0,0,0,0
SAMN55951738,"NYC (Hospital D), NY",2025-11-25,267783206,293975,42892.0,251083.0,0.8540964367718343,0.0010978096961017,0.0001601743464076,283426,10261,268,20,0,0,0,0,0,0,0
SAMN55951739,"NYC (Hospital D), NY",2025-12-02,247215765,6387,2776.0,3611.0,0.5653671520275559,2.5835730985845506e-05,1.1229057337827949e-05,4669,1631,81,6,0,0,0,0,0,0,0
SAMN55951740,"NYC (Hospital D), NY",2025-12-09,254554457,20265,6802.0,13463.0,0.664347396989884,7.960968446134888e-05,2.672119781426573e-05,2862,17342,19,1,0,0,0,0,0,0,41
SAMN55951741,"NYC (Hospital D), NY",2025-12-10,132274551,36,29.0,7.0,0.1944444444444444,2.721611959960461e-07,2.1924096344125937e-07,14,22,0,0,0,0,0,0,0,0,0
SAMN55951742,"NYC (Hospital D), NY",2025-12-17,201309501,2977,1145.0,1832.0,0.6153846153846154,1.4788174354473216e-05,5.6877593671050826e-06,1265,1705,4,3,0,0,0,0,0,0,0
SAMN55951743,"NYC (Hospital D), NY",2025-12-23,198962272,564825,70054.0,494771.0,0.8759722037799318,0.0028388547955463,0.0003520969040803,560689,4019,117,0,0,0,0,0,0,0,0
SAMN54911888,"Miami-Dade CDWWTP, FL",2025-03-25,2503551774,1159419,,,,0.0004631096556663,,1092469,64349,2280,303,0,0,0,0,0,0,18
SAMN54911890,"Miami-Dade CDWWTP, FL",2025-04-02,1663229450,761178,,,,0.0004576506266167,,727801,31398,1729,183,0,0,0,0,0,0,67
SAMN54911891,"Miami-Dade CDWWTP, FL",2025-04-08,1653018522,424241,,,,0.0002566462470648,,398658,25117,346,115,0,0,0,0,0,0,5
SAMN54911892,"Miami-Dade CDWWTP, FL",2025-04-15,832555414,455420,,,,0.0005470146399168,,425241,28554,1065,549,0,0,0,0,0,0,11
SAMN54911854,"Miami-Dade CDWWTP, FL",2025-04-23,2458774326,1072761,,,,0.0004362990896139,,1010000,60204,2455,74,0,0,0,0,0,0,28
SAMN54911856,"Miami-Dade CDWWTP, FL",2025-04-29,1345645766,1259100,,,,0.0009356845849132,,1223086,33400,2455,116,0,0,0,0,0,0,43
SAMN54911857,"Miami-Dade CDWWTP, FL",2025-05-06,2868996262,1970517,,,,0.0006868314978655,,1912405,54294,3566,175,0,0,0,0,0,0,77
SAMN54911859,"Miami-Dade CDWWTP, FL",2025-05-13,1901801711,19178,,,,1.0084121751008352e-05,,18194,909,70,3,0,0,0,0,0,0,2
SAMN54911860,"Miami-Dade CDWWTP, FL",2025-05-20,712030622,2346,,,,3.294802115968546e-06,,2259,76,9,1,0,0,0,0,0,0,1
SAMN54911861,"Miami-Dade CDWWTP, FL",2025-05-27,251456947,6148,,,,2.4449513419090387e-05,,5953,172,23,0,0,0,0,0,0,0,0
SAMN54911862,"Miami-Dade CDWWTP, FL",2025-06-03,1110491423,22473,,,,2.0236986557977223e-05,,21699,728,45,1,0,0,0,0,0,0,0
SAMN54911863,"Miami-Dade CDWWTP, FL",2025-06-10,1182915641,48459,,,,4.096572766510575e-05,,46364,1955,126,9,0,0,0,0,0,0,5
SAMN54911864,"Miami-Dade CDWWTP, FL",2025-06-17,1185360940,52381,,,,4.4189915689308944e-05,,50734,1550,89,7,0,0,0,0,0,0,1
SAMN54911865,"Miami-Dade CDWWTP, FL",2025-06-24,440820990,31279,,,,7.095624008285086e-05,,30408,809,58,2,0,0,0,0,0,0,2
SAMN54911866,"Miami-Dade CDWWTP, FL",2025-07-01,1445308951,48220,,,,3.336310895095259e-05,,46512,1600,102,4,0,0,0,0,0,0,2
SAMN54911867,"Miami-Dade CDWWTP, FL",2025-07-08,1160434121,669321,158821.0,510500.0,0.7627132571665912,0.0005767850047559,0.0001368634350937,631429,36470,1276,146,0,0,0,0,0,0,0
SAMN54911868,"Miami-Dade CDWWTP, FL",2025-07-15,814515231,292143,,,,0.0003586710093086,,274251,17186,633,55,0,0,0,0,0,0,18
SAMN54911869,"Miami-Dade CDWWTP, FL",2025-07-22,865592731,510883,,,,0.0005902117493636,,487635,22321,896,31,0,0,0,0,0,0,0
SAMN54911870,"Miami-Dade CDWWTP, FL",2025-07-29,1051996105,200959,,,,0.0001910263726689,,185703,14882,336,26,0,0,0,0,0,0,12
