sra_accession,site_name,raw_n_read_pairs,raw_n_bases_approx,raw_mean_percent_gc,raw_mean_mean_seq_len,raw_mean_percent_duplicates,cleaned_n_read_pairs,cleaned_n_bases_approx,cleaned_mean_percent_gc,cleaned_mean_mean_seq_len,cleaned_mean_percent_duplicates
SAMN53134963,"Chicago (CHI-A), IL",8013352,2419600000.0,49.0,151.0,40.121907385008186,7963445,2302000000.0,49.0,144.5483041573088,40.265245001280825
SAMN53134964,"Chicago (CHI-A), IL",8008353,2418100000.0,50.0,151.0,39.64552730317276,7963656,2308600000.0,50.0,144.96161373620356,39.80389053074297
SAMN53134965,"Chicago (CHI-A), IL",7995742,2414500000.0,51.0,151.0,30.7429366910215,7945985,2350300000.0,51.0,147.91478702766238,30.913572053226268
SAMN53134966,"Chicago (CHI-A), IL",7994000,2413800000.0,50.0,151.0,47.009806686531846,7941976,2257800000.0,50.0,142.1518197108629,47.40780080161467
SAMN53134967,"Chicago (CHI-A), IL",8003071,2416500000.0,51.0,151.0,55.8313875486284,7952036,2281000000.0,51.0,143.43813565481847,56.19002553070068
SAMN53134968,"Chicago (CHI-A), IL",8001921,2416000000.0,50.0,151.0,36.93687399534625,7951817,2282000000.0,50.0,143.50706838449628,37.12608832205529
SAMN53135031,"Chicago (CHI-A), IL",8001185,2416100000.0,51.0,151.0,40.71169281228128,7888467,2252100000.0,51.0,142.78078826976142,40.43621033450137
SAMN53135032,"Chicago (CHI-A), IL",7993472,2413500000.0,51.0,151.0,34.549335410914814,7900642,2265600000.0,51.0,143.4067409332052,34.31754884805833
SAMN53135033,"Chicago (CHI-A), IL",8001108,2416000000.0,51.0,151.0,41.661946330227394,7907270,2282300000.0,51.0,144.33793477394852,41.5576464421757
SAMN53135034,"Chicago (CHI-A), IL",7993764,2413700000.0,52.0,151.0,38.13711690223312,7897569,2351900000.0,52.0,148.91941153030763,38.21236184798578
SAMN53135035,"Chicago (CHI-A), IL",7989093,2412400000.0,50.0,151.0,46.055686356219944,7943009,2327100000.0,50.0,146.51671853827688,46.310013604549944
SAMN53135036,"Chicago (CHI-A), IL",7993526,2413600000.0,50.0,151.0,43.34070399949887,7955433,2276800000.0,50.0,143.11084588356158,43.71335414315929
SAMN53135037,"Chicago (CHI-A), IL",7988660,2412100000.0,51.0,151.0,53.00134130920886,7967036,2279200000.0,51.0,143.05102650471267,53.29012173565203
SAMN53135038,"Chicago (CHI-A), IL",8004431,2417000000.0,51.0,151.0,46.73598597284564,7953016,2258900000.0,51.0,142.02726537957423,47.32200538496783
SAMN53135039,"Chicago (CHI-A), IL",8006039,2417600000.0,51.0,151.0,34.50769888739952,7963905,2267400000.0,51.0,142.36866330022772,34.72304982558633
SAMN53135040,"Chicago (CHI-A), IL",7996648,2414400000.0,48.0,151.0,65.42956525303421,7964179,2272400000.0,48.0,142.6766177028417,65.76276744095127
SAMN53135041,"Chicago (CHI-A), IL",8008033,2418000000.0,48.0,151.0,64.10545518957606,7969546,2267800000.0,48.0,142.30317849975393,64.66048634713975
SAMN53135042,"Chicago (CHI-A), IL",8000540,2416000000.0,50.0,151.0,67.85092474071486,7968383,2265000000.0,50.0,142.1418235669646,68.35482772984751
SAMN54610778,"Chicago (CHI-A), IL",7997780,2414900000.0,50.0,151.0,59.055077436392835,7972150,2257600000.0,50.0,141.62075995810414,59.53570487506006
SAMN54610779,"Chicago (CHI-A), IL",7989397,2412500000.0,50.87498943912789,151.0,58.37445876776786,7964111,2235100000.0,51.0,140.336357504309,59.063597040907965
SAMN54610780,"Chicago (CHI-A), IL",7995497,2414300000.0,49.0,151.0,67.59110957587245,7970620,2279500000.0,49.0,143.0165357274591,67.98124275074223
SAMN54610781,"Chicago (CHI-A), IL",8006542,2417600000.0,50.0,151.0,51.06498348234479,7979866,2269900000.0,50.0,142.22958242657208,51.495290620261926
SAMN54610782,"Chicago (CHI-A), IL",7999342,2415200000.0,50.0,151.0,38.70089849179835,7956485,2285600000.0,50.0,143.64334615096993,38.923806555582715
SAMN54610783,"Chicago (CHI-A), IL",7992799,2413600000.0,50.0,151.0,56.92635882611114,7955351,2256000000.0,50.0,141.81340534188874,57.330758038735866
SAMN55038709,"Chicago (CHI-A), IL",7998863,2415200000.0,49.0,151.0,78.30964335661545,7975698,2256600000.0,49.0,141.47639623516338,79.13127593893682
SAMN55038710,"Chicago (CHI-A), IL",7996914,2414600000.0,50.0,151.0,71.59579576178659,7969604,2240900000.0,50.0,140.6173598462358,72.25896194605947
SAMN55038711,"Chicago (CHI-A), IL",8000888,2415800000.0,50.0,151.0,67.95032361036031,7956144,2203900000.0,51.0,138.5133298869402,68.99708340527708
SAMN55038712,"Chicago (CHI-A), IL",8003691,2416700000.0,45.0,151.0,83.61220265693305,7974533,2191300000.0,45.0,137.40964630781514,84.57271215230762
SAMN47830447,"Chicago (CHI-C), IL",8019704,2421500000.0,50.0,151.0,38.81745946238356,7921253,2202600000.0,50.0,139.05582708947688,40.23006665877429
SAMN47830477,"Chicago (CHI-C), IL",7993736,2413600000.0,51.0,151.0,51.23863210232173,7940086,2222800000.0,51.0,139.98091399765696,52.3155373773641
SAMN47830484,"Chicago (CHI-C), IL",7996918,2414500000.0,50.0,151.0,44.25166477957278,7940978,2251900000.0,50.0,141.8108749325335,46.014602057759184
SAMN47830495,"Chicago (CHI-C), IL",7997749,2415000000.0,51.0,151.0,57.59539770646878,7937979,2204700000.0,51.0,138.88186646752277,59.45078536647808
SAMN47830503,"Chicago (CHI-C), IL",13987843,4223500000.0,48.21423052860974,151.0,86.30648044174667,13926334,3902900000.0,48.0,140.12732859200418,87.65874802072275
SAMN47830519,"Chicago (CHI-C), IL",13987640,4223400000.0,51.0,151.0,66.25489347889884,13934308,3943100000.0,51.0,141.50192783165122,67.82905247573271
SAMN47830526,"Chicago (CHI-C), IL",13987141,4223500000.0,51.0,151.0,63.53389343968928,13912847,3899200000.0,51.0,140.15039549417887,65.27417572302932
SAMN47830534,"Chicago (CHI-C), IL",8002482,2416400000.0,49.0,151.0,66.90225231519457,7964095,2288000000.0,49.0,143.6631534405353,67.79063688643708
SAMN47830554,"Chicago (CHI-C), IL",7991771,2413100000.0,49.0,151.0,81.82304377533956,7952676,2335900000.0,49.0,146.8778582831741,82.5677822400262
SAMN47830563,"Chicago (CHI-C), IL",7991753,2413200000.0,50.0,151.0,80.53638819697719,7960155,2319000000.0,50.0,145.69074597165508,81.46012816919807
SAMN47830574,"Chicago (CHI-C), IL",7997177,2414800000.0,50.0,151.0,62.97189384249038,7958980,2229100000.0,50.0,140.04924261651618,64.05564095473149
SAMN47830586,"Chicago (CHI-C), IL",8000926,2415900000.0,48.0,151.0,86.89666789719386,7971817,2266800000.0,48.0,142.1952781906559,87.87015347953547
SAMN47830595,"Chicago (CHI-C), IL",7993921,2413800000.0,49.124998983602666,151.0,67.76896369201512,7944580,2186300000.0,49.0,137.6228550156207,68.93558267627316
SAMN53134989,"Chicago (CHI-C), IL",8015014,2420100000.0,49.0,151.0,79.95540957257548,7986177,2100000000.0,49.0,131.48095897448803,81.45897376639697
SAMN53134990,"Chicago (CHI-C), IL",8014657,2420100000.0,48.0,151.0,42.84285171435128,7984063,2209200000.0,48.0,138.36211462760252,44.010890183664934
SAMN53134991,"Chicago (CHI-C), IL",8010620,2418900000.0,49.0,151.0,60.59543084972318,7974849,2243700000.0,49.0,140.68745759324096,61.96489002712983
SAMN53134992,"Chicago (CHI-C), IL",7989280,2412400000.0,49.0,151.0,74.08207711049106,7961116,2212300000.0,49.0,138.95148167668955,75.23488156203882
SAMN53134993,"Chicago (CHI-C), IL",7989811,2412600000.0,49.0,151.0,82.06236094192099,7958593,2220900000.0,49.0,139.54057168145172,83.20921177432506
SAMN53134994,"Chicago (CHI-C), IL",6991628,2111100000.0,49.0,151.0,55.638570587075655,6950557,1948200000.0,49.0,140.1546123569665,57.74854140626936
SAMN53134995,"Chicago (CHI-C), IL",8005549,2417300000.0,47.0,151.0,84.65534416687558,7986392,2146000000.0,47.0,134.35210906251532,85.71578073707218
SAMN53134996,"Chicago (CHI-C), IL",8007538,2417800000.0,49.0,151.0,48.089806065085135,7976321,2223700000.0,49.0,139.409856499005,49.43032390361455
SAMN53134997,"Chicago (CHI-C), IL",8000749,2415900000.0,52.0,151.0,68.55380639721042,7978660,1876200000.0,52.0,117.60334041054512,69.04462996706303
SAMN53134998,"Chicago (CHI-C), IL",7997026,2414600000.0,51.0,151.0,61.854105859027456,7980138,2268500000.0,51.0,142.15141154200592,62.139164639475595
SAMN53134999,"Chicago (CHI-C), IL",7991694,2413000000.0,50.0,151.0,58.07157204601745,7947161,2213000000.0,50.0,139.242838291561,58.551439392762006
SAMN53135000,"Chicago (CHI-C), IL",7991840,2413100000.0,49.0,151.0,48.4693306024348,7966011,2265700000.0,49.0,142.23411962398745,48.76652394569272
SAMN53135001,"Chicago (CHI-C), IL",8004563,2416900000.0,50.0,151.0,47.832273591587395,7977398,2236100000.0,50.0,140.16340102374232,48.17740407339954
SAMN53135002,"Chicago (CHI-C), IL",8018134,2420800000.0,50.0,151.0,55.642282203856446,7991782,2286100000.0,50.0,143.045034011188,55.96765677096401
SAMN53135003,"Chicago (CHI-C), IL",8004620,2417000000.0,50.0,151.0,62.53801964007043,7969848,2262300000.0,50.0,141.93809838029534,62.93604903086971
SAMN53135004,"Chicago (CHI-C), IL",7998874,2415200000.0,52.0,151.0,59.00163598529794,7884719,2205000000.0,53.0,139.84696398184894,59.23604197736207
SAMN53135005,"Chicago (CHI-C), IL",7994830,2414100000.0,50.0,151.0,53.10151968749635,7957803,2313800000.0,50.0,145.40044670620773,53.36468728588885
SAMN53135006,"Chicago (CHI-C), IL",8000763,2415900000.0,51.0,151.0,59.67693071286626,7952984,2263200000.0,51.0,142.29538063951844,60.11645045284835
SAMN53135053,"Chicago (CHI-C), IL",8003054,2416600000.0,50.0,151.0,71.05401658318927,7970917,2242600000.0,50.0,140.69445585746283,71.47709279507129
SAMN53135054,"Chicago (CHI-C), IL",8010146,2418600000.0,51.0,151.0,64.67064239811508,7988429,2311700000.0,51.0,144.72089581067817,64.93003320119345
SAMN53135055,"Chicago (CHI-C), IL",8001273,2416100000.0,48.0,151.0,55.952100115473826,7970582,2313800000.0,48.0,145.1660305985184,56.27460804731338
SAMN53135056,"Chicago (CHI-C), IL",7983947,2410700000.0,51.0,151.0,59.53095229508451,7959332,2377700000.0,51.0,149.39185059751244,59.785167598782515
SAMN53135057,"Chicago (CHI-C), IL",7986756,2411700000.0,52.0,151.0,60.20842965563805,7959772,2281000000.0,53.0,143.29523578062287,60.48409481554403
SAMN53135058,"Chicago (CHI-C), IL",7988152,2412000000.0,51.0,151.0,58.22555979506728,7949753,2220300000.0,51.0,139.6613744477344,58.56546353609542
SAMN53135059,"Chicago (CHI-C), IL",7996483,2414600000.0,51.0,151.0,49.06355851032731,7941792,2241000000.0,51.0,141.12035388234796,49.72203295851429
SAMN53135060,"Chicago (CHI-C), IL",8005319,2417300000.0,51.0,151.0,60.9001776494107,7953043,2295200000.0,51.0,144.3301294234169,61.20209649794177
SAMN53135061,"Chicago (CHI-C), IL",8008424,2418400000.0,50.0,151.0,61.564034060819395,7967305,2289000000.0,50.0,143.6591145311997,61.87032214416852
SAMN53135062,"Chicago (CHI-C), IL",8008213,2418200000.0,52.0,151.0,66.02891245130442,7966178,2285100000.0,52.0,143.43400743744365,66.5868148878157
SAMN53135063,"Chicago (CHI-C), IL",7998236,2415200000.0,51.0,151.0,60.77726017068907,7968527,2269600000.0,51.0,142.43398993314574,61.177366015209095
SAMN54610790,"Chicago (CHI-C), IL",7996547,2414400000.0,50.0,151.0,66.12180729257248,7977618,2282500000.0,51.0,143.07303063395614,66.56014862288974
SAMN54610791,"Chicago (CHI-C), IL",7979680,2409400000.0,50.0,151.0,53.05994410880575,7949238,2283500000.0,50.0,143.64867513087418,53.44569984733714
SAMN54610792,"Chicago (CHI-C), IL",7998453,2415200000.0,50.0,151.0,57.97657333945752,7963303,2306800000.0,50.0,144.85721835524782,58.2532744589675
SAMN54610793,"Chicago (CHI-C), IL",7993617,2413500000.0,51.0,151.0,86.40334670256067,7965185,2214000000.0,52.0,138.99732962887867,87.10537488670646
SAMN54610794,"Chicago (CHI-C), IL",7999112,2415200000.0,50.0,151.0,63.74783402839742,7970407,2271100000.0,51.0,142.49156360522116,64.24720650260583
SAMN54610795,"Chicago (CHI-C), IL",7993647,2413600000.0,51.0,151.0,57.2391073278935,7966671,2277000000.0,51.0,142.92691200628218,57.69668315337929
SAMN55038719,"Chicago (CHI-C), IL",8001964,2416100000.0,52.0,151.0,78.25487052047879,7977447,2240900000.0,52.0,140.46405717267692,79.00525646974866
SAMN55038720,"Chicago (CHI-C), IL",8002065,2416300000.0,47.0,151.0,84.35002009515611,7981889,2260600000.0,47.0,141.6288156224673,85.04890783230215
SAMN55038721,"Chicago (CHI-C), IL",8003169,2416600000.0,48.0,151.0,87.4471399212327,7970776,2167200000.0,48.0,135.96029012733516,88.5849423703244
SAMN55038722,"Chicago (CHI-C), IL",7998627,2415100000.0,47.0,151.0,91.62546316427296,7958251,2196200000.0,47.0,137.98837181687284,92.52671092852626
SAMN47830430,"Chicago (CHI-D1), IL",7996471,2414600000.0,50.0,151.0,43.016985896088975,7896822,2153100000.0,50.0,136.33731943052535,43.75140484184625
SAMN47830457,"Chicago (CHI-D1), IL",3999282,1207600000.0,50.0,151.0,53.695726575627354,3982845,1116200000.0,50.0,140.14748000487089,54.61461813341102
SAMN47830463,"Chicago (CHI-D1), IL",7992122,2413200000.0,49.75001044778846,151.0,57.15338509471148,7945621,2221400000.0,49.0,139.7998651080891,58.88653992555843
SAMN47830469,"Chicago (CHI-D1), IL",7995441,2414200000.0,48.0,151.0,55.96443920606352,7940707,2247200000.0,48.0,141.51712076770997,57.89567419009998
SAMN47830475,"Chicago (CHI-D1), IL",7996008,2414500000.0,49.87503351672485,151.0,40.17729297726416,7934125,2288800000.0,49.87500020481149,144.26264433696218,41.46301717137947
SAMN47830482,"Chicago (CHI-D1), IL",7996936,2414600000.0,49.0,151.0,46.06991494882362,7933389,2240700000.0,49.0,141.24592932478163,47.732775940536165
SAMN47830489,"Chicago (CHI-D1), IL",7998136,2415000000.0,50.0,151.0,66.15026112260688,7942361,2193500000.0,50.0,138.09720050498836,67.90535582440899
SAMN47830493,"Chicago (CHI-D1), IL",7996410,2414500000.0,49.0,151.0,81.61976778711181,7943039,2186700000.0,49.0,137.66170781737318,83.56130176891948
SAMN47830501,"Chicago (CHI-D1), IL",13984190,4222500000.0,50.0,151.0,64.18334480515959,13917246,3955100000.0,50.0,142.1053623683881,65.45772240659716
SAMN47830509,"Chicago (CHI-D1), IL",13981987,4221900000.0,50.0,151.0,52.40353198479153,13904900,4005600000.0,50.0,144.047065135312,53.685755319160485
SAMN47830516,"Chicago (CHI-D1), IL",13991100,4224400000.0,46.0,151.0,84.06306479355553,13912296,3884700000.0,46.0,139.63546067449974,85.5315593167632
SAMN47830524,"Chicago (CHI-D1), IL",13984408,4222600000.0,49.0,151.0,80.7031340870882,13926859,3969900000.0,49.0,142.54737593738832,82.18660443268588
SAMN47830532,"Chicago (CHI-D1), IL",8002907,2416600000.0,48.0,151.0,61.947749824713235,7962352,2355000000.0,48.0,147.90175597612364,62.479855684348095
SAMN47830540,"Chicago (CHI-D1), IL",8001909,2416000000.0,48.0,151.0,71.60911954151985,7966448,2317400000.0,48.0,145.4636049215409,72.39580841493435
SAMN47830547,"Chicago (CHI-D1), IL",8002489,2416300000.0,48.0,151.0,84.03308790915487,7974197,2289300000.0,48.0,143.5550309328952,85.04423907801338
SAMN47830555,"Chicago (CHI-D1), IL",7986994,2411600000.0,49.0,151.0,66.71370313412126,7954207,2308400000.0,49.0,145.12988302919447,67.54175905086615
SAMN47830560,"Chicago (CHI-D1), IL",7990861,2412900000.0,50.0,151.0,71.39184491484326,7946179,2325100000.0,50.0,146.33087852664784,72.161004431117
SAMN47830569,"Chicago (CHI-D1), IL",8001170,2415900000.0,49.0,151.0,64.87924765563884,7964110,2257500000.0,49.0,141.7574830081453,65.96744305479695
SAMN47830577,"Chicago (CHI-D1), IL",8002847,2416500000.0,49.0,151.0,48.66676322008319,7952944,2317500000.0,49.0,145.72057096089196,49.43060324879895
SAMN47830583,"Chicago (CHI-D1), IL",8004276,2416800000.0,49.0,151.0,66.77321047358438,7965589,2290300000.0,49.0,143.77960995728,67.79153558848131
SAMN47830593,"Chicago (CHI-D1), IL",7996594,2414400000.0,46.0,151.0,79.62191333235184,7960694,2263600000.0,46.0,142.20226012958167,80.54951281148013
SAMN56287609,"Chicago (CHI-D1), IL",7997056,2414800000.0,47.0,151.0,74.0311103655684,7964493,2256400000.0,47.0,141.66227348055926,75.2360549670914
SAMN56287610,"Chicago (CHI-D1), IL",8010516,2418700000.0,49.0,151.0,65.16499950783084,7979667,2277400000.0,49.0,142.71620275633057,66.37804473746685
SAMN56287611,"Chicago (CHI-D1), IL",8012601,2419500000.0,49.0,151.0,75.59185338215838,7981773,2194200000.0,49.0,137.4537237528554,76.96425519463692
SAMN56287612,"Chicago (CHI-D1), IL",7989113,2412200000.0,48.0,151.0,72.80772990090958,7960958,2229000000.0,48.0,140.0176529633745,73.82136169244308
SAMN56287613,"Chicago (CHI-D1), IL",7989472,2412500000.0,50.0,151.0,66.76453580283963,7954701,2257100000.0,50.0,141.8861727172398,67.87411792806013
SAMN56287614,"Chicago (CHI-D1), IL",6991285,2110800000.0,49.0,151.0,68.41995448921536,6945666,1930000000.0,49.0,138.95580625385674,70.60969302636637
SAMN56287615,"Chicago (CHI-D1), IL",8003052,2416400000.0,50.0,151.0,62.44750634760658,7979695,2165300000.0,50.0,135.6838248203722,63.53501244614333
SAMN56287616,"Chicago (CHI-D1), IL",8007504,2417800000.0,49.0,151.0,62.99663831180085,7980500,2218600000.0,49.0,139.02227542133951,64.12034569289719
SAMN56287617,"Chicago (CHI-D1), IL",32017773,9667600000.0,47.0,151.0,73.39711879329056,31942847,8744800000.0,47.0,136.90291532248204,73.76137748319171
SAMN56287618,"Chicago (CHI-D1), IL",7996811,2414600000.0,50.0,151.0,26.396453106461234,7970826,2295300000.0,50.0,143.99734795364998,26.51347265163198
SAMN56287619,"Chicago (CHI-D1), IL",7992141,2413300000.0,51.0,151.0,35.139758301841454,7922379,2258400000.0,51.0,142.5514912250474,35.18280921537816
SAMN56287620,"Chicago (CHI-D1), IL",7991062,2412800000.0,49.0,151.0,28.227020236259943,7948314,2256900000.0,49.0,141.98949896795722,28.384687352494208
SAMN53135019,"Chicago (CHI-D1), IL",7991587,2412900000.0,50.50001382704086,151.0,38.118336814753015,7962588,2301500000.0,51.0,144.54653229578122,38.29828807891978
SAMN53135021,"Chicago (CHI-D1), IL",8005488,2417400000.0,51.0,151.0,34.67048668214275,7962274,2302500000.0,51.0,144.61176618639348,34.75709174700483
SAMN53135023,"Chicago (CHI-D1), IL",8017587,2421000000.0,51.0,151.0,27.471377045372694,7970787,2299600000.0,51.0,144.27223648053825,27.516741040009748
SAMN53135025,"Chicago (CHI-D1), IL",8007889,2418000000.0,50.87499040009171,151.0,52.655828799935975,7969164,2272400000.0,51.0,142.59569855759025,52.954955937972535
SAMN56287621,"Chicago (CHI-D1), IL",7995996,2414500000.0,49.0,151.0,34.0589143459487,7951161,2352100000.0,49.0,147.92337741620375,34.258520394640676
SAMN56287622,"Chicago (CHI-D1), IL",7998691,2415200000.0,51.0,151.0,46.71553910098827,7877676,2164200000.0,51.0,137.38233579294197,47.01408370924317
SAMN56287623,"Chicago (CHI-D1), IL",7993340,2413600000.0,51.0,151.0,61.21157737838723,7914790,2249000000.0,51.0,142.08947066188742,61.444001169433406
SAMN56287624,"Chicago (CHI-D1), IL",8003560,2416700000.0,50.0,151.0,66.13708025882832,7945865,2253900000.0,50.0,141.8470602004942,66.60670542494415
SAMN56287625,"Chicago (CHI-D1), IL",8003453,2416700000.0,53.0,151.0,51.537763186097536,7249554,2069700000.0,51.0,142.76475028670728,47.01329062518259
SAMN56287626,"Chicago (CHI-D1), IL",7995181,2414300000.0,50.0,151.0,31.932288203684283,7908987,2265700000.0,50.0,143.25340147859643,31.68572676918569
SAMN56287627,"Chicago (CHI-D1), IL",8002513,2416300000.0,49.0,151.0,57.587976604951926,7960521,2269500000.0,49.0,142.5758946556387,58.09897669209021
SAMN56287628,"Chicago (CHI-D1), IL",7998918,2415300000.0,54.74997543417747,151.0,48.92131242249151,6779511,1985900000.0,53.0,146.49240269689068,43.99431042281046
SAMN56287629,"Chicago (CHI-D1), IL",7989570,2412500000.0,47.0,151.0,81.94053674707077,7956408,2212900000.0,46.0,139.08061564967508,82.6607913022915
SAMN56287630,"Chicago (CHI-D1), IL",7993319,2413600000.0,48.124995511876854,151.0,68.43485786481635,7935827,2291900000.0,48.0,144.43105331051194,68.59753590700903
SAMN56287631,"Chicago (CHI-D1), IL",7987569,2411900000.0,51.0,151.0,59.02689411674432,7962538,2280200000.0,51.0,143.20371186925576,59.31280071281714
SAMN56287632,"Chicago (CHI-D1), IL",2000806,604166000.0,50.000424828794,151.0,57.29196012054712,1990717,566172300.0,50.00042447017833,142.21301445660032,57.69253752911362
SAMN56287633,"Chicago (CHI-D1), IL",8003515,2416800000.0,50.0,151.0,56.48539673908176,7955780,2240900000.0,50.0,140.8476976487535,56.91480561018527
SAMN56287634,"Chicago (CHI-D1), IL",8001927,2416100000.0,50.0,151.0,48.87176450955011,7911362,2257700000.0,50.0,142.7105596356228,48.795567014590645
SAMN53135074,"Chicago (CHI-D1), IL",8010340,2418600000.0,51.0,151.0,52.16078780798897,7966093,2293900000.0,51.0,144.00027560561998,52.55253277926088
SAMN53135076,"Chicago (CHI-D1), IL",7997785,2415100000.0,49.0,151.0,62.256707412452535,7965466,2267400000.0,49.0,142.34932934243898,62.72325706618279
SAMN54610796,"Chicago (CHI-D1), IL",7996507,2414500000.0,49.0,151.0,71.40187968812722,7974968,2273600000.0,49.0,142.56846892677186,71.90760736140642
SAMN54610797,"Chicago (CHI-D1), IL",7993209,2413500000.0,50.0,151.0,57.38591208059053,7960090,2265500000.0,50.0,142.32397629926294,58.026163400831855
SAMN54610798,"Chicago (CHI-D1), IL",7998222,2415100000.0,48.0,151.0,64.79763858941887,7972753,2288000000.0,48.0,143.5073362363038,65.1621819481916
SAMN54610799,"Chicago (CHI-D1), IL",8009862,2418400000.0,48.0,151.0,72.85720198639775,7988467,2247300000.0,48.0,140.6675072326142,73.38739263692395
SAMN54610800,"Chicago (CHI-D1), IL",7993455,2413600000.0,49.0,151.0,41.09302047360566,7960139,2265500000.0,49.125044424475504,142.32596038838014,41.57022616528833
SAMN54610801,"Chicago (CHI-D1), IL",7996401,2414400000.0,49.0,151.0,45.50470395174517,7968639,2286800000.0,50.0,143.51146481852172,45.83302385950304
SAMN55038724,"Chicago (CHI-D1), IL",7998351,2415200000.0,50.0,151.0,49.62763620357239,7966865,2296000000.0,50.0,144.11869844662863,50.08606826432876
SAMN55038725,"Chicago (CHI-D1), IL",7998718,2415200000.0,49.0,151.0,69.76478163408406,7976340,2294600000.0,49.0,143.86516716940352,70.32048829490829
SAMN55038726,"Chicago (CHI-D1), IL",8002928,2416500000.0,49.0,151.0,51.33116657164146,7942785,2253500000.0,49.0,141.87456893268546,52.00180058413871
SAMN55038727,"Chicago (CHI-D1), IL",8002571,2416200000.0,49.0,151.0,66.03055857023541,7969310,2233100000.0,49.0,140.12077319115457,66.98171521323607
SAMN47830431,"Chicago (CHI-D2), IL",7997457,2414800000.0,48.0,151.0,61.2353000563149,7903214,2126100000.0,48.0,134.52502304758545,63.24989232117744
SAMN47830458,"Chicago (CHI-D2), IL",3999225,1207600000.0,48.0,151.0,65.85030854588983,3975770,1117700000.0,48.0,140.59243416998467,67.73584326755112
SAMN47830464,"Chicago (CHI-D2), IL",7996337,2414600000.0,49.0,151.0,53.251946385403315,7950361,2275500000.0,49.0,143.12578542030985,54.89870070920377
SAMN47830470,"Chicago (CHI-D2), IL",7996818,2414700000.0,49.0,151.0,59.58959389237807,7940898,2269700000.0,48.87496867482746,142.9210795806721,61.037640832615345
SAMN47830476,"Chicago (CHI-D2), IL",8001347,2416000000.0,49.0,151.0,55.84691640872988,7937294,2231300000.0,49.0,140.570291840015,57.77433248980145
SAMN47830483,"Chicago (CHI-D2), IL",7998189,2415100000.0,51.0,151.0,59.95631443337256,7940969,2218700000.0,51.0,139.72546398304792,61.98990020333152
SAMN47830490,"Chicago (CHI-D2), IL",7997140,2414600000.0,50.0,151.0,48.01483583682726,7938649,2244100000.0,50.0,141.3553411292022,49.63617891336902
SAMN47830494,"Chicago (CHI-D2), IL",8002086,2416100000.0,50.0,151.0,53.03045124306502,7940061,2210000000.0,50.0,139.19028959601192,54.90754580485279
SAMN47830502,"Chicago (CHI-D2), IL",13982837,4222000000.0,50.0,151.0,60.137384099513525,13909294,3918000000.0,50.0,140.8449674368807,61.68000674701306
SAMN47830510,"Chicago (CHI-D2), IL",13984752,4222600000.0,51.0,151.0,58.06579479138804,13910196,3954700000.0,51.0,142.1646349555391,59.641606236951
SAMN47830517,"Chicago (CHI-D2), IL",13984908,4222700000.0,48.0,151.0,71.13017540982607,13912075,3922000000.0,48.0,140.97270532972257,72.74051998998718
SAMN47830525,"Chicago (CHI-D2), IL",13983053,4222200000.0,50.0,151.0,67.22563547165184,13911327,3905700000.0,50.0,140.39469825560136,68.65814461287965
SAMN47830533,"Chicago (CHI-D2), IL",8001950,2416200000.0,48.0,151.0,78.70179503295465,7970253,2351600000.0,48.0,147.54504480598044,79.32238016937629
SAMN47830541,"Chicago (CHI-D2), IL",8001603,2416100000.0,49.0,151.0,62.56664775571992,7969491,2303600000.0,49.0,144.5442910971353,63.371513851545195
SAMN47830548,"Chicago (CHI-D2), IL",8002539,2416200000.0,48.0,151.0,65.44261609598844,7962547,2334700000.0,48.0,146.63290439604313,66.16957753798482
SAMN47830556,"Chicago (CHI-D2), IL",7990756,2412700000.0,50.0,151.0,75.12965292192894,7961769,2277500000.0,50.0,143.042228178185,76.1166832299201
SAMN47830561,"Chicago (CHI-D2), IL",7992258,2413200000.0,51.0,151.0,71.72216286920894,7951750,2314300000.0,51.0,145.53627572546924,72.54950114861396
SAMN47830570,"Chicago (CHI-D2), IL",8002588,2416300000.0,50.0,151.0,50.2098898186788,7965688,2292700000.0,50.0,143.9309998709465,51.132116124497855
SAMN47830578,"Chicago (CHI-D2), IL",8003452,2416500000.0,49.0,151.0,79.62254486967917,7970800,2304200000.0,49.0,144.55971884879813,80.70358428755945
SAMN47830584,"Chicago (CHI-D2), IL",8003877,2416700000.0,50.0,151.0,56.351897699349635,7968136,2259600000.0,50.0,141.815606749182,57.40165103356995
SAMN47830594,"Chicago (CHI-D2), IL",7995659,2414400000.0,47.0,151.0,72.93654851162096,7959408,2278600000.0,47.0,143.15538749866823,73.84231258905142
SAMN56287635,"Chicago (CHI-D2), IL",8009885,2418500000.0,49.0,151.0,75.7556257083836,7979078,2251500000.0,49.0,141.1172985149412,76.86478131049627
SAMN56287636,"Chicago (CHI-D2), IL",8012688,2419400000.0,49.0,151.0,77.87307014697417,7977125,2222700000.0,49.0,139.33383186298323,79.27320953252644
SAMN56287637,"Chicago (CHI-D2), IL",8010852,2419000000.0,50.0,151.0,63.431224432246374,7963743,2213500000.0,50.0,138.99430041878549,64.8078447229933
SAMN56287638,"Chicago (CHI-D2), IL",7989495,2412600000.0,49.0,151.0,76.26484873096227,7958821,2215500000.0,49.0,139.20329851619982,77.49613422732742
SAMN56287639,"Chicago (CHI-D2), IL",7988447,2412100000.0,49.0,151.0,73.15420175762782,7955881,2209400000.0,49.0,138.86560947807038,74.39840970803222
