sra_accession,site_name,raw_n_read_pairs,raw_n_bases_approx,raw_mean_percent_gc,raw_mean_mean_seq_len,raw_mean_percent_duplicates,cleaned_n_read_pairs,cleaned_n_bases_approx,cleaned_mean_percent_gc,cleaned_mean_mean_seq_len,cleaned_mean_percent_duplicates
SAMN55951615,"Boston DITP South, MA (SB)",999738,299900000.0,53.0,150.0,41.44102640169468,942280,252700000.0,52.0,134.098801311712,40.94239219467666
SAMN55951617,"Boston DITP South, MA (SB)",1000274,300000000.0,52.0,150.0,45.3618723134837,986324,287300000.0,52.0,145.67265472603324,45.80440272278564
SAMN55951619,"Boston DITP South, MA (SB)",999713,299900000.0,53.0,150.0,42.044265830387715,951676,260800000.0,52.0,137.03673361522198,41.77171693933419
SAMN55951621,"Boston DITP South, MA (SB)",999461,299800000.0,57.0,150.0,43.52000213995776,826537,188200000.0,52.0,113.88894387063132,40.382472301324434
SAMN55951623,"Boston DITP South, MA (SB)",998350,299500000.0,52.0,150.0,43.87641213072485,976981,284900000.0,52.0,145.82958471044984,44.70339342846212
SAMN55951625,"Boston DITP South, MA (SB)",999890,299900000.0,50.0,150.0,29.186905899639584,986328,289900000.0,50.0,146.97233830936565,29.461812680501087
SAMN55951627,"Boston DITP South, MA (SB)",999272,299700000.0,55.0,150.0,23.283475255089996,757508,206400000.0,49.0,136.2842438627711,19.20724260106323
SAMN55951629,"Boston DITP South, MA (SB)",998426,299500000.0,50.0,150.0,44.198117912854805,986349,288800000.0,50.0,146.39266730133045,44.58402763317536
SAMN55951631,"Boston DITP South, MA (SB)",1000049,300000000.0,61.0,150.0,38.37221549106816,562790,138100000.0,52.0,122.81506689884328,26.40493814748156
SAMN55951633,"Boston DITP South, MA (SB)",1000028,300000000.0,50.0,150.0,31.324863214813575,985790,290700000.0,50.0,147.43903874050255,31.55246025834083
SAMN55951635,"Boston DITP South, MA (SB)",999765,299900000.0,56.0,150.0,27.114729945128023,692793,193300000.0,50.0,139.53960634706183,17.940609707459004
SAMN55951637,"Boston DITP South, MA (SB)",1000393,300100000.0,52.0,150.0,27.399475831397535,924858,250900000.0,50.0,135.6736396290025,27.527573920561792
SAMN55951639,"Boston DITP South, MA (SB)",1001985,300500000.0,53.0,150.0,26.558178554879092,891325,246300000.0,51.0,138.1764423751157,26.925881004432412
SAMN55951641,"Boston DITP South, MA (SB)",999022,299700000.0,52.0,150.0,25.48059095352949,888540,256800000.0,50.0,144.55109280392554,24.4504184020889
SAMN55951643,"Boston DITP South, MA (SB)",999946,299900000.0,51.0,150.0,20.363155896882077,895638,257600000.0,49.0,143.8644977100123,19.573751586759588
SAMN55951645,"Boston DITP South, MA (SB)",1999970,599900000.0,60.0,150.0,30.92623068221761,1111393,265900000.0,50.0,119.7645904733969,15.536021315835562
SAMN55951647,"Boston DITP South, MA (SB)",1999064,599600000.0,53.0,150.0,19.56224697921674,1697290,468700000.0,50.0,138.0890275085577,17.32812176155315
SAMN55951649,"Boston DITP South, MA (SB)",1997720,599200000.0,53.0,150.0,19.23363540847375,1736788,467400000.0,49.0,134.60280846021507,17.38806393265973
SAMN55951651,"Boston DITP South, MA (SB)",1998473,599400000.0,52.0,150.0,23.884543635157268,1790698,488400000.0,50.0,136.3821920279131,23.50926436809536
SAMN55951653,"Boston DITP South, MA (SB)",1000402,300100000.0,60.0,150.0,37.23270851821049,568748,138200000.0,51.0,121.55347799025228,24.45563340589436
SAMN55951655,"Boston DITP South, MA (SB)",999959,299900000.0,54.0,150.0,25.158079928161712,789475,219500000.0,49.0,139.06695018841634,20.46910735653269
SAMN55951657,"Boston DITP South, MA (SB)",1000266,300000000.0,51.0,150.0,27.552326401777123,933965,267800000.0,49.0,143.37410556070088,28.240380683749095
SAMN55951659,"Boston DITP South, MA (SB)",1001302,300300000.0,51.0,150.0,52.142670501218056,914561,242100000.0,49.0,132.40672519383617,53.86228248431499
SAMN55951662,"Boston DITP South, MA (SB)",1001769,300500000.0,52.0,150.0,32.309660901068256,898951,242500000.0,50.0,134.87209035865135,32.4446248420673
SAMN55951664,"Boston DITP South, MA (SB)",999549,299800000.0,55.0,150.0,40.37689020339117,838232,229800000.0,51.0,137.06374905754015,40.56058865918164
SAMN55951666,"Boston DITP South, MA (SB)",999438,299800000.0,52.0,150.0,41.58376412796813,964005,239300000.0,51.0,124.1125346860234,42.67682807923408
SAMN55951668,"Boston DITP South, MA (SB)",998610,299500000.0,56.0,150.0,32.53477681573287,720930,192500000.0,49.0,133.5433752236694,27.41570628020321
SAMN55951670,"Boston DITP South, MA (SB)",999999,299900000.0,52.0,150.0,47.67026064804525,941784,235700000.0,51.0,125.14668862499256,48.54750735347212
SAMN55951672,"Boston DITP South, MA (SB)",999981,299900000.0,53.0,150.0,29.89878183671506,835751,228700000.0,49.0,136.82539835429452,28.672783266851525
SAMN55951674,"Boston DITP South, MA (SB)",1000587,300100000.0,51.0,150.0,52.66613393418868,942571,264000000.0,50.0,140.07599056198418,53.9888238013649
SAMN55951676,"Boston DITP South, MA (SB)",1000588,300100000.0,55.0,150.0,39.69832234562083,907528,260500000.0,53.0,143.52029964915684,40.905246951267706
SAMN54705862,"Southern California, CA",8002500,2416300000.0,50.0,151.0,87.66048450864602,7978707,2140800000.0,50.0,134.1666328265971,89.04003940258568
SAMN54705863,"Southern California, CA",7996900,2414600000.0,50.0,151.0,82.52242513845414,7964917,1915600000.0,50.0,120.25397559070608,83.89224504848718
SAMN54705864,"Southern California, CA",8004379,2416900000.0,50.0,151.0,86.70606753733905,7984312,2156400000.0,50.0,135.0465901758348,88.1500659953877
SAMN54705865,"Southern California, CA",7997961,2415100000.0,49.0,151.0,76.77706315064306,7959961,2117000000.0,50.0,132.98094946696347,77.99276014342124
SAMN54705866,"Southern California, CA",8007263,2417900000.0,50.0,151.0,85.39873209126829,7978198,2162600000.0,50.0,135.54916793240778,86.76047046714223
SAMN54705867,"Southern California, CA",8007193,2417700000.0,50.0,151.0,66.03956836540394,7977672,2101800000.0,50.0,131.7364986301768,67.83822952682938
SAMN54705868,"Southern California, CA",7999565,2415400000.0,50.0,151.0,76.21643534427876,7981568,2203700000.0,50.0,138.06263637671194,76.59943301308068
SAMN54705869,"Southern California, CA",7998588,2415100000.0,51.0,151.0,44.21538057129039,7973030,2218600000.0,51.0,139.14357766119028,44.49274765483145
SAMN54705870,"Southern California, CA",7999277,2415300000.0,51.0,151.0,79.77284320528564,7978218,2175300000.0,51.0,136.33697794419757,80.3503222698592
SAMN54705871,"Southern California, CA",7997724,2415000000.0,51.0,151.0,79.97038951585985,7976772,2134800000.0,51.0,133.83969850210084,80.61640171272253
SAMN54705872,"Southern California, CA",7996140,2414400000.0,51.0,151.0,51.01901957677731,7974001,2223500000.0,52.0,139.43379847832975,51.44045376684475
SAMN54705873,"Southern California, CA",7996409,2414400000.0,50.0,151.0,72.23645849275086,7975856,2175700000.0,51.0,136.4208549527474,72.80778845878986
SAMN54705874,"Southern California, CA",7991454,2412900000.0,50.0,151.0,73.68049103387325,7956816,2187500000.0,51.0,137.4760032781957,74.35586631710038
SAMN54705875,"Southern California, CA",7993349,2413600000.0,51.0,151.0,40.42638127780424,7957747,2200300000.0,51.0,138.26212174124157,40.92944435294353
SAMN54705876,"Southern California, CA",7992948,2413400000.0,50.0,151.0,75.88504806882709,7963026,2188200000.0,50.0,137.41348552673318,76.48464386205413
SAMN54705877,"Southern California, CA",7993286,2413600000.0,51.0,151.0,29.30997695993209,7963274,2294800000.0,51.0,144.11741816242915,29.46940291567615
SAMN54705878,"Southern California, CA",8004280,2416800000.0,50.0,151.0,80.34114882666356,7973567,2245200000.0,51.0,140.8104787982593,80.85813222812226
SAMN54705879,"Southern California, CA",8005126,2417200000.0,51.0,151.0,55.01399267045433,7977309,2205600000.0,51.0,138.25886329588084,55.49176749625916
SAMN54705880,"Southern California, CA",8013346,2419500000.0,50.0,151.0,57.62875313885469,7974998,2274000000.0,50.0,142.581448296288,58.07072775976167
SAMN54705881,"Southern California, CA",8013460,2419500000.0,50.0,151.0,51.55118107589957,7980739,2282400000.0,50.0,143.01086528453067,51.91499482580004
SAMN54705882,"Southern California, CA",8009294,2418600000.0,50.0,151.0,69.00169597839637,7965814,2279400000.0,50.0,143.09725904973428,69.42489805850116
SAMN54705883,"Southern California, CA",8007479,2417900000.0,51.0,151.0,34.75334691841153,7965313,2305300000.0,51.0,144.73031825616897,34.90820450855654
SAMN54705884,"Southern California, CA",7999455,2415200000.0,51.0,151.0,74.5735664629699,7947856,2320700000.0,51.0,146.01466489830716,75.14556610447472
SAMN54705885,"Southern California, CA",7998122,2415200000.0,50.12500459482864,151.0,36.49702208181988,7946282,2343400000.0,50.0,147.47647711218906,36.76351966245598
SAMN54705886,"Southern California, CA",7999816,2415600000.0,51.0,151.0,67.56638842298787,7952196,2220700000.0,51.0,139.64625406617242,68.26972463760569
SAMN54705887,"Southern California, CA",8000075,2415800000.0,51.0,151.0,69.90857815096986,7951524,2191700000.0,51.0,137.83809663405404,70.57936761233992
SAMN54705888,"Southern California, CA",7993238,2413500000.0,51.0,151.0,69.63145942593472,7952344,2282000000.0,51.0,143.49739359866726,70.05905429254317
SAMN54705889,"Southern California, CA",8006896,2417600000.0,51.0,151.0,64.47641256614631,7913036,2260700000.0,51.0,142.8741153205925,64.68487434230306
SAMN54705890,"Southern California, CA",8001419,2415900000.0,50.0,151.0,77.73024253991143,7978727,2180800000.0,50.0,136.66734837524834,78.34426998827887
SAMN54705891,"Southern California, CA",7995042,2414100000.0,50.0,151.0,85.6741663772468,7967241,2155000000.0,50.0,135.2501948290506,86.2893669183262
SAMN54705892,"Southern California, CA",7997085,2414900000.0,50.0,151.0,89.69428200509716,7962514,2177800000.0,50.0,136.76963142545182,90.29318045595456
SAMN54705893,"Southern California, CA",8000770,2415900000.0,50.0,151.0,83.0194085728979,7973049,2224700000.0,50.0,139.52307856128817,83.57604622980196
SAMN54705894,"Southern California, CA",7996002,2414400000.0,51.0,151.0,52.518622213398025,7947793,2236200000.0,51.0,140.698675720417,52.87053508118715
SAMN54705895,"Southern California, CA",8000978,2415800000.0,51.0,151.0,56.46569372952648,7950842,2219000000.0,51.0,139.5666379736888,56.83243054579868
SAMN54705896,"Southern California, CA",8004095,2416800000.0,50.0,151.0,88.63686320841566,7961048,2226300000.0,50.0,139.84317831019231,89.30328573615132
SAMN54705897,"Southern California, CA",8003374,2416700000.0,50.0,151.0,85.94095701475567,7961495,2220100000.0,50.0,139.43565925746358,86.59970030975862
SAMN54705898,"Southern California, CA",8002629,2416400000.0,50.0,151.0,84.24944587484968,7972021,2184900000.0,50.0,137.05075143429752,84.93972188372729
SAMN54705899,"Southern California, CA",7986227,2411500000.0,50.0,151.0,78.44998733299708,7958497,2365700000.0,50.0,148.64859985497262,78.87273900915856
SAMN54705900,"Southern California, CA",7985130,2411100000.0,50.0,151.0,86.80901495115464,7957655,2357900000.0,50.0,148.1791416566815,87.30975803564803
SAMN54705901,"Southern California, CA",7993593,2413600000.0,50.0,151.0,85.29040256662091,7960950,2167900000.0,51.0,136.1726249379785,86.11337104868838
SAMN54705902,"Southern California, CA",7990946,2412800000.0,50.0,151.0,74.44563946983496,7961336,2144900000.0,50.0,134.7224844548704,74.94478368986593
SAMN54705903,"Southern California, CA",7986118,2411300000.0,51.0,151.0,85.85142923147508,7963517,2259900000.0,51.0,141.90573116124446,86.28091947449956
SAMN54705904,"Southern California, CA",7983326,2410600000.0,50.125001534448174,151.0,76.17989656884788,7962174,2209500000.0,51.0,138.7644684102608,76.6497958478272
SAMN54705905,"Southern California, CA",7995095,2414100000.0,50.0,151.0,85.73191627087371,7921364,1862200000.0,50.0,117.56905565758623,86.37362406922949
SAMN54705906,"Southern California, CA",7991853,2413000000.0,50.0,151.0,84.72363511498858,7957064,2273100000.0,50.0,142.84808875484725,85.19159265774523
SAMN54705907,"Southern California, CA",8007000,2417700000.0,51.0,151.0,82.14568061909245,7970189,2199100000.0,51.0,137.9633493007506,82.68393999854679
SAMN54705908,"Southern California, CA",8005505,2417500000.0,50.0,151.0,81.21043218376474,7966044,2197700000.0,51.0,137.95374366498604,81.77146421533836
SAMN54705909,"Southern California, CA",8000501,2416000000.0,51.0,151.0,81.41446330223512,7964954,2303800000.0,51.0,144.64200998524285,81.76762110600528
SAMN54705910,"Southern California, CA",7992232,2413300000.0,51.0,151.0,69.9060473538257,7956430,2268100000.0,51.0,142.54655907234778,70.31560779072035
SAMN54705911,"Southern California, CA",8008198,2418300000.0,50.0,151.0,86.06326392680336,7968974,2256000000.0,50.0,141.55945759140386,86.75075650483413
SAMN54705912,"Southern California, CA",8005883,2417300000.0,50.0,151.0,83.73448218877733,7971930,2211200000.0,51.0,138.68771853240057,84.50119610205779
SAMN54705913,"Southern California, CA",7996692,2414400000.0,50.0,151.0,82.9035598742281,7971139,2239900000.0,50.0,140.51220101669284,83.41212173459832
SAMN54705914,"Southern California, CA",7993200,2413600000.0,49.0,151.0,91.25986112817296,7958564,2151400000.0,49.0,135.16854981627338,92.09526545571272
SAMN54705915,"Southern California, CA",7996362,2414500000.0,50.0,151.0,80.00514834316249,7977792,2260000000.0,51.0,141.6539287436925,80.5109787686873
SAMN54705916,"Southern California, CA",7992338,2413400000.0,50.0,151.0,79.66494163258815,7965870,1929200000.0,51.0,121.09475474744129,80.72910558186625
SAMN54705917,"Southern California, CA",7988878,2412200000.0,50.0,151.0,72.02036554869557,7962923,2212400000.0,51.0,138.93991308216843,72.8323934061539
SAMN54705918,"Southern California, CA",7998727,2415200000.0,50.0,151.0,78.56804598946862,7979072,2268600000.0,50.0,142.1821477485101,79.0000363916044
SAMN54705919,"Southern California, CA",7994052,2413700000.0,50.0,151.0,63.865022457093936,7966163,2241000000.0,51.0,140.67479952393643,64.28783506594343
SAMN54705920,"Southern California, CA",8006607,2417600000.0,50.0,151.0,79.00570429163822,7984882,2189600000.0,50.0,137.1208076086785,79.65403727989451
SAMN54705921,"Southern California, CA",8006250,2417600000.0,50.75000143637783,151.0,85.6638287481879,7982749,2226200000.0,51.0,139.4557220827061,86.2830326572883
SAMN54705922,"Southern California, CA",7985360,2411100000.0,51.0,151.0,78.47368816860094,7954846,2220300000.0,51.0,139.56867750802468,79.22142251638196
SAMN54705923,"Southern California, CA",7993661,2413600000.0,51.0,151.0,63.61277644544124,7963397,2214600000.0,51.0,139.0802929327773,64.2842689614697
SAMN54705924,"Southern California, CA",7996945,2414500000.0,51.0,151.0,79.81295982692265,7973680,2235000000.0,51.0,140.16659647741068,80.44987117020214
SAMN54705925,"Southern California, CA",7993810,2413700000.0,50.0,151.0,67.29003331875448,7971905,2226100000.0,50.0,139.63629991827548,67.85470779605281
SAMN54705926,"Southern California, CA",7991314,2412900000.0,50.12499646491178,151.0,76.62374145060305,7962256,2159600000.0,51.0,135.62431979077286,77.6102404113839
SAMN54705927,"Southern California, CA",7993388,2413500000.0,51.0,151.0,78.35995448755475,7966151,2201800000.0,51.0,138.21996595344476,79.22210297993219
SAMN55039087,"Southern California, CA",7999635,2415500000.0,50.0,151.0,74.38904636433209,7971473,2265500000.0,51.0,142.11063871131472,75.08480230783316
SAMN55039088,"Southern California, CA",7998688,2415200000.0,50.0,151.0,65.32156901676417,7970699,2269900000.0,50.0,142.42111325493536,65.94403019686267
SAMN55039089,"Southern California, CA",7993869,2413800000.0,51.0,151.0,78.94677991605585,7967134,1918500000.0,50.0,120.4228982467221,79.80714101640562
SAMN55039090,"Southern California, CA",7993225,2413600000.0,49.0,151.0,80.48037729862472,7970808,2114200000.0,49.0,132.6347341448947,81.22208303418243
SAMN55039091,"Southern California, CA",8001181,2416000000.0,50.0,151.0,74.29938750605685,7961309,2203800000.0,51.0,138.41635188384222,75.35200435768208
SAMN55039092,"Southern California, CA",8001725,2416000000.0,50.0,151.0,77.14559930700388,7961635,2161900000.0,50.0,135.77496016835738,78.28914274504339
SAMN55039093,"Southern California, CA",8001517,2416000000.0,50.0,151.0,78.3730557962913,7956111,2180800000.0,51.0,137.05552210118736,79.49500382298005
SAMN47830496,"Riverside WQCP, CA",7999983,2415600000.0,50.0,151.0,26.3080588843004,7931528,2240100000.0,50.0,141.23432552970877,27.357361607904373
SAMN47830504,"Riverside WQCP, CA",13981010,4221500000.0,49.071386187407064,151.0,49.06189470941554,13899258,4048500000.0,49.14271956100102,145.6601189790131,50.1204127473142
SAMN47830511,"Riverside WQCP, CA",13984240,4222400000.0,49.0,151.0,53.11540907681139,13902865,4003700000.0,49.0,144.00386200973685,54.189952329502034
SAMN47830518,"Riverside WQCP, CA",13980370,4221300000.0,51.0,151.0,70.68121701441592,13905784,3925300000.0,51.0,141.16298013114542,72.04562792378687
SAMN47830527,"Riverside WQCP, CA",13982037,4221900000.0,50.0,151.0,49.84865650326808,13892614,3985400000.0,50.0,143.4541707197796,51.113849519507326
SAMN47830535,"Riverside WQCP, CA",8001590,2416100000.0,49.0,151.0,60.41684983574901,7971526,2302800000.0,49.0,144.4683945708764,61.16044730975328
SAMN47830542,"Riverside WQCP, CA",7998516,2415200000.0,51.0,151.0,57.61570271647297,7956897,2313000000.0,51.0,145.3781288107663,58.25996194153272
SAMN47830549,"Riverside WQCP, CA",7996434,2414600000.0,51.0,151.0,75.93218119991218,7962303,2271600000.0,51.0,142.6627834936701,76.79240891324483
SAMN47830557,"Riverside WQCP, CA",7990780,2412900000.0,51.0,151.0,75.54627322848015,7963247,2261200000.0,51.0,142.0019392215261,76.38749267824645
SAMN47830564,"Riverside WQCP, CA",7990353,2412800000.0,50.0,151.0,62.193908413798866,7948690,2314300000.0,50.0,145.5960175827715,62.94924732586336
SAMN47830571,"Riverside WQCP, CA",8001508,2416000000.0,49.0,151.0,45.38081545993449,7960830,2322800000.0,49.0,145.91417352210763,45.977290811986514
SAMN47830579,"Riverside WQCP, CA",8007757,2418100000.0,50.874978099360405,151.0,73.9298630859767,7970205,2165600000.0,51.0,135.87785627847714,75.0310189258522
SAMN47830587,"Riverside WQCP, CA",7997224,2414700000.0,50.0,151.0,28.176525232431334,7953139,2271300000.0,50.0,142.81729635305004,28.709463025816422
SAMN47830590,"Riverside WQCP, CA",7995355,2414300000.0,51.0,151.0,81.25294758049549,7964867,2200700000.0,51.0,138.17384508743208,82.26101689750926
SAMN47830596,"Riverside WQCP, CA",7997106,2414600000.0,50.0,151.0,48.17721891000238,7954863,2252100000.0,50.0,141.57006362020314,48.94752883236088
SAMN53059441,"Riverside WQCP, CA",8011714,2419100000.0,50.0,151.0,70.0779037940894,7975022,2228300000.0,50.0,139.71340060253127,71.26170049271981
SAMN53059442,"Riverside WQCP, CA",7997535,2414800000.0,50.0,151.0,45.97339054611558,7939860,2235200000.0,50.0,140.77678221026568,47.12179809275983
SAMN53059443,"Riverside WQCP, CA",8008962,2418200000.0,50.0,151.0,37.0262712137909,7919245,2241800000.0,50.0,141.5577765304647,37.52276604161668
SAMN53059444,"Riverside WQCP, CA",8011265,2419100000.0,49.0,151.0,49.72364049963269,7966110,2266100000.0,49.0,142.25528262853513,50.722226369744334
SAMN53059445,"Riverside WQCP, CA",8011575,2419300000.0,50.0,151.0,34.414935611834316,7950706,2353800000.0,50.0,148.04808157917046,34.766683999714765
SAMN53059446,"Riverside WQCP, CA",8010878,2419000000.0,48.0,151.0,42.92233279777142,7957316,2308600000.0,48.0,145.07669652681884,43.72905952113768
SAMN53059447,"Riverside WQCP, CA",7985842,2411200000.0,50.0,151.0,33.1364068959133,7948355,2278500000.0,50.0,143.34375112837813,33.66981578204956
SAMN53059448,"Riverside WQCP, CA",7989425,2412500000.0,50.0,151.0,29.04753503807143,7959056,2271700000.0,50.0,142.73953450007136,29.56109137659688
SAMN53059449,"Riverside WQCP, CA",7989494,2412400000.0,50.0,151.0,42.426840092910176,7951563,2265900000.0,50.0,142.4936008178518,43.12627461357269
SAMN53059450,"Riverside WQCP, CA",7989419,2412400000.0,50.0,151.0,50.99704285586254,7957054,2231500000.0,50.0,140.23950019693217,51.96384580954488
SAMN53059451,"Riverside WQCP, CA",8005226,2417100000.0,50.0,151.0,85.1559229185058,7984196,2097300000.0,50.0,131.3381435651129,86.4039336533495
SAMN53059452,"Riverside WQCP, CA",8000347,2415600000.0,50.0,151.0,46.28436511757113,7967444,2239500000.0,50.0,140.5570454589954,47.05097906522431
SAMN53059453,"Riverside WQCP, CA",8006074,2417600000.0,50.0,151.0,42.82214867425193,7980775,2221600000.0,50.0,139.205174246862,43.6015655360993
SAMN53059454,"Riverside WQCP, CA",7996100,2414400000.0,50.0,151.0,40.52955697956891,7945144,2188300000.0,50.0,137.73038688789026,41.35555983477207
SAMN53059455,"Riverside WQCP, CA",8008998,2418300000.0,50.0,151.0,40.07743230895541,7974992,2252700000.0,50.0,141.24876651913883,41.11761298220311
SAMN53059456,"Riverside WQCP, CA",8006664,2417800000.0,50.0,151.0,35.38232654094657,7971639,2247200000.0,50.0,140.9623853388243,36.396274738544406
SAMN53059457,"Riverside WQCP, CA",7997282,2414800000.0,49.0,151.0,40.6752669312356,7946159,2279100000.0,49.0,143.43294615675322,40.74604459413179
SAMN53059458,"Riverside WQCP, CA",8001585,2416000000.0,50.0,151.0,30.149698639769564,7972768,2277500000.0,50.0,142.84994013371517,30.354354289551704
SAMN53059459,"Riverside WQCP, CA",7998580,2415100000.0,49.0,151.0,39.07131773812312,7971317,2317700000.0,49.0,145.39771088014692,39.271216164349084
SAMN53059460,"Riverside WQCP, CA",7998084,2415200000.0,50.0,151.0,39.21653719717831,7971929,2268800000.0,50.0,142.32395063980124,39.464427679161176
SAMN53059461,"Riverside WQCP, CA",7999131,2415200000.0,49.0,151.0,45.39934320348125,7968947,2220700000.0,49.0,139.35289982478238,45.71634453181747
SAMN53059462,"Riverside WQCP, CA",7997042,2414700000.0,49.0,151.0,35.280570569847455,7967180,2246100000.0,49.0,140.97692960369918,35.522384614993136
SAMN53059463,"Riverside WQCP, CA",7989254,2412300000.0,49.0,151.0,32.948040010239325,7947591,2241200000.0,49.0,141.01837997199402,33.16768933074544
SAMN53059464,"Riverside WQCP, CA",7989203,2412100000.0,48.0,151.0,34.391538448546896,7946766,2243900000.0,48.0,141.2012054337576,34.62388888884602
SAMN53059465,"Riverside WQCP, CA",8005244,2417100000.0,50.0,151.0,39.08529109951572,7958375,2278300000.0,50.0,143.1537714671651,39.243736676616784
SAMN53059466,"Riverside WQCP, CA",8003515,2416600000.0,50.0,151.0,38.845752574055645,7921766,2271700000.0,50.0,143.40872603406868,38.67561856343472
SAMN53059467,"Riverside WQCP, CA",8005325,2417300000.0,50.0,151.0,33.5652382132564,7967751,2321700000.0,50.0,145.71803009406293,33.6791759048978
SAMN53059468,"Riverside WQCP, CA",7999461,2415400000.0,50.0,151.0,31.044937646989023,7916711,2252700000.0,50.0,142.2943094044989,30.804334698126812
SAMN53059469,"Riverside WQCP, CA",8009009,2418300000.0,49.0,151.0,35.70160153984109,7952474,2277800000.0,49.375108425378066,143.2360777916407,35.80258272450941
SAMN53059470,"Riverside WQCP, CA",8008136,2418000000.0,49.0,151.0,28.645299328924896,7953104,2332200000.0,49.0,146.64322301078926,28.66549335624173
SAMN53059471,"Riverside WQCP, CA",8006892,2417700000.0,50.0,151.0,34.356683496669625,7962875,2314400000.0,50.0,145.34134712650896,34.48041271039982
SAMN53059472,"Riverside WQCP, CA",8008363,2418100000.0,50.0,151.0,29.06880981696649,7969935,2319900000.0,50.0,145.5637522765242,29.1354379496277
SAMN53059473,"Riverside WQCP, CA",7999666,2415400000.0,50.0,151.0,30.38137869608915,7936521,2331700000.0,50.0,146.9198136059868,30.531478820925244
SAMN53059474,"Riverside WQCP, CA",7996545,2414500000.0,50.0,151.0,29.336571907168135,7952513,2343900000.0,50.0,147.38114574600507,29.51001742917096
SAMN53059475,"Riverside WQCP, CA",7999533,2415300000.0,50.0,151.0,25.768851924599364,7943021,2290800000.0,50.0,144.22523816819822,25.91136404725828
SAMN53059476,"Riverside WQCP, CA",8000497,2415800000.0,50.0,151.0,21.213382274018738,7925358,2286400000.0,50.0,144.26810347242358,21.26784032117505
SAMN53059477,"Riverside WQCP, CA",7992085,2413200000.0,50.0,151.0,34.28130444262192,7924033,2294300000.0,50.0,144.79093354356297,34.26519732571819
SAMN53059478,"Riverside WQCP, CA",8001448,2416000000.0,51.0,151.0,27.21080623096599,7894928,2242500000.0,51.0,142.0378251074614,26.909435612334367
SAMN53059479,"Riverside WQCP, CA",8001360,2416100000.0,50.0,151.0,38.120861270600955,7895469,2237500000.0,50.0,141.71780289429293,37.86913909710927
SAMN53059480,"Riverside WQCP, CA",8001235,2416000000.0,50.0,151.0,38.68283619391221,7915765,2234000000.0,50.0,141.12492753385175,38.612821595812925
SAMN53059481,"Riverside WQCP, CA",8001520,2416200000.0,50.0,151.0,33.78933708884815,7927795,2258300000.0,50.0,142.44320823129257,33.67099259923399
SAMN53059482,"Riverside WQCP, CA",7999899,2415500000.0,50.0,151.0,34.09783551894431,7949068,2267000000.0,50.0,142.61399172833848,34.177954997037276
SAMN53059483,"Riverside WQCP, CA",8002331,2416300000.0,50.0,151.0,41.782088037208034,7942781,2266400000.0,50.0,142.69887769787434,41.981598578737305
SAMN53059484,"Riverside WQCP, CA",8004609,2416800000.0,50.0,151.0,61.56600250344552,7966467,2239500000.0,50.0,140.5825285537491,62.07080394209548
SAMN53059485,"Riverside WQCP, CA",7985374,2411300000.0,51.0,151.0,39.69487936859951,7904902,2363800000.0,51.0,149.54247086175135,39.78686614694283
SAMN53059486,"Riverside WQCP, CA",7984568,2411100000.0,52.0,151.0,34.14619299601394,7883174,2355500000.0,52.0,149.43351028405564,34.20758810570113
SAMN53059487,"Riverside WQCP, CA",7990403,2412800000.0,51.0,151.0,43.56211031520778,7951649,2244400000.0,51.0,141.13279226736492,44.02745626920002
SAMN53059488,"Riverside WQCP, CA",7988272,2412100000.0,50.0,151.0,43.684155224618635,7953262,2260200000.0,50.24999038130518,142.10885351193008,44.15806735247811
SAMN53059489,"Riverside WQCP, CA",7998956,2415300000.0,51.0,151.0,42.09477307589779,7973633,2252400000.0,51.0,141.25910585551154,42.33413490871767
SAMN53059490,"Riverside WQCP, CA",7987314,2412000000.0,51.0,151.0,42.24371057003544,7958337,2243800000.0,51.0,140.98611883362065,42.46563994602445
SAMN53059491,"Riverside WQCP, CA",7988109,2412000000.0,51.0,151.0,47.19366565451188,7954996,2248700000.0,51.24994921430507,141.35396234014448,47.42472864024672
SAMN53059492,"Riverside WQCP, CA",7989375,2412300000.0,50.0,151.0,59.05478871258183,7965962,2245800000.0,51.0,140.97540165268174,59.382556782653005
SAMN53059493,"Riverside WQCP, CA",7992737,2413400000.0,51.0,151.0,57.740308727422686,7947349,2254200000.0,51.0,141.83954139927667,58.13326165320826
SAMN53059494,"Riverside WQCP, CA",7996645,2414500000.0,51.0,151.0,45.98512641626158,7947174,2284300000.0,51.0,143.73970250305328,46.23595763756055
SAMN53059495,"Riverside WQCP, CA",7995898,2414400000.0,51.0,151.0,48.89396957051106,7947402,2257800000.0,51.0,142.0601784079879,49.17814825066462
SAMN53059496,"Riverside WQCP, CA",7999092,2415200000.0,50.0,151.0,32.36840431682265,7955798,2301500000.0,50.0,144.67239898499182,32.515721814963705
SAMN53059497,"Riverside WQCP, CA",8003835,2416800000.0,51.0,151.0,58.87971094085693,7966145,2271200000.0,51.0,142.55914510720052,59.21430455339499
SAMN53059498,"Riverside WQCP, CA",8002094,2416300000.0,50.0,151.0,45.22762575443608,7958992,2301400000.0,50.0,144.59438305755302,45.45880229033168
SAMN53059499,"Riverside WQCP, CA",7999449,2415400000.0,51.0,151.0,47.64649054533807,7962937,2231500000.0,51.0,140.1351778244635,48.158349238234315
